id,text,label_text
6517,"Here's something that could be considered ""disturbing"". Perfume companies accidentally discovered how they can exploit the T. gondii parasite hijacking the brains of humans.

An interesting study of why ""Chanel #5"" perfume was such an historical success. http://www.slate.com/articles/health_and_science/science/2012/07/chanel_no_5_a_brain_parasite_may_be_the_secret_to_the_famous_perfume_.single.html

Cat pheromones are used in ""Chanel #5"". With the high prevalence of Toxoplasma gondii in the male population in France (due to their cultural practice of eating raw and undercooked meats infected with this cats' parasite), men who have had their brains hijacked by this parasite are attracted to these cat-scents in the perfume. This is how ""Chanel #5"" became so popular.",not toxic
6518,"I disagree.

I happen to know some very moral, wonderfully good people who class themselves as more ""right"" than ""left"" on the common political spectrum.",not toxic
6519,bring back talking after,audio_volume_up
6520,is it sunny,weather_query
6521,"""... that you can keep your plan and your doctor?""
John, I'll make you the standard offer: if you can find anywhere in the ACA that requires you to change doctors, I will give you $500 cash and a week to gather a crowd of witnesses. Your insurance company made it happen, not Obama.
You seem tired. Maybe a nap would help.",not toxic
6522,what is the time in the eastern time zone,datetime
6523,"I deposited some money, but the balance has not changed.",balance_not_updated_after_cheque_or_cash_deposit
6524,"""Great letter Nancy Carol Moody! Is't it about time we quite glorifying Stupid?""

Oh this is too funny for words!  I've just been scrubbed for being ""uncivil"" --- to myself!!!!  What does this say about algorithms?
After I had placed the comment above, referring to glorifying  reckless stupid behavior, I noticed-- after the editing time was over-- that I'd made a typo, spelling ""isn't"" as ""is't.""  Figuring someone would point out my own ""stupid"" mistake I tried to correct it by using some humor reflecting upon myself--I added the comment (spelling altered not to get flagged again):  
""(continued) And isn't it stupid to spell ""isn't"" ""is't?"" Must be Al---heimer's.""
We'll see if this explanation gets by the censors.  (And being 81 I think I have the right to make that joke.)",toxic
6525,I need to cancel a transfer,cancel_transfer
6526,play some music,play
6527,do you know if there is any rain today,weather_query
6528,I did not receive the correct amount of cash.,wrong_amount_of_cash_received
6529,wemo plug socket on,iot_wemo_on
6530,siri can you play my favorite music,play_music
6531,mute speakers please,audio
6532,sound off,audio
6533,it is too bright in here dim the lights,iot
6534,"interesting, maybe the imam will fire Chinp as his immigration attorney now?",not toxic
6535,set alarm to begin,alarm_set
6536,did paok won liverpool,news_query
6537,"Calling her Party a ""conservative"" party is a clear misuse of the term.",not toxic
6538,"Our #FakeHero president is an insult to our Founders
https://www.washingtonpost.com/opinions/our-fakehero-president-is-an-insult-to-our-founders/2017/07/03/c0bc0402-6024-11e7-a4f7-af34fc1d9d39_story.html?utm_term=.b5ea4bc25621
We have a president who neither understands nor respects the basic norms of American democracy. Make no mistake: Donald Trump is a true aberration. There is no figure like him in U.S. history, for which we should be thankful.
Trump’s inexperience is unique; he is the only president never to have served in government or the military. This weakness is exponentially compounded by his ignorance of both policy and process, his lack of curiosity, his inability to focus and his tremendous insecurity. He refuses to acknowledge his shortcomings, let alone come to terms with them; and he desperately craves the kind of sycophantic adulation that George Washington, a genuine hero, pointedly rejected.
Read the whole thing….",not toxic
6539,"I just looked at my app and it seems I was charged extra, why is that?",extra_charge_on_statement
6540,will the temperature be in the today,weather_query
6541,It is possible to be a responsible drinker.  A person convicted of felony drug charges has no business raising children.,not toxic
6542,what's the date today,datetime
6543,what alarms do i have set for thursday,alarm_query
6544,"I agree with you...he is losing his edge.....but I blame his protege's,and the crazy Trump rally.
What do they say about ""generational wealth"" ? 
VIX at record lows....its August 1929 again

Brubaker;
""Your still losing fuel....tighten your harness straps...get out fast Cag....there's an irrigation ditch off to the left""
:):)",not toxic
6545,please tell me the name of this band,music_query
6546,I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok?,card_payment_not_recognised
6547,make a coffee for me,iot_coffee
6548,"Comes back to the same ideas.  Publicly funded elections, election seasons, paper mail in ballots that are recorded and can be looked up online to make sure nobody messed with your vote.  I mean if the GOP can give this information to a company to leave unprotected online, you should be able to see your own voting record.  A national voter registration database would be fine by me.  Single live person voting and no state messing with the districts like we have seen recently.  Gerrymandering is an understatement.",not toxic
